Provider,Zone,Sub-region,Flavor,Slug,CPU,RAM(in GB),Hourly,Monthly,1-Year no up.,1-Year par. up.,1-Year par. fee,1-Year all up.,2-Year no up.,2-Year par. up.,2-Year par. fee,2-Year all up.,3-Year no up.,3-Year par. up.,3-Year par. fee,3-Year all up.,currency,rate
Amazon Web Services,EU (Frankfurt),eu-central,z1d.xlarge,z1d.xlarge,4,32.0,0.45,,0.284,0.135,1183.0,2318.0,,,,,0.19,0.088,2313.0,4348.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,z1d.2xlarge,z1d.2xlarge,8,64.0,0.9,,0.567,0.27,2365.0,4636.0,,,,,0.38,0.176,4625.0,8696.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,i3.large,i3.large,2,15.2,0.186,,0.126,0.06,530.0,1038.0,,,,,0.091,0.042,1100.0,2068.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,i3.xlarge,i3.xlarge,4,30.5,0.372,,0.252,0.121,1059.0,2076.0,,,,,0.181,0.084,2200.0,4135.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,i3.2xlarge,i3.2xlarge,8,61.0,0.744,,0.504,0.242,2118.0,4152.0,,,,,0.363,0.167,4399.0,8271.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,i4i.large,i4i.large,2,16.0,0.205,,0.133,0.063,556.0,1090.0,,,,,0.095,0.044,1157.0,2175.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,i4i.xlarge,i4i.xlarge,4,32.0,0.409,,0.267,0.127,1112.0,2180.0,,,,,0.19,0.088,2314.0,4350.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,i4i.2xlarge,i4i.2xlarge,8,64.0,0.818,,0.533,0.254,2225.0,4361.0,,,,,0.38,0.176,4628.0,8700.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,i3en.large,i3en.large,2,16.0,0.27,,0.184,0.088,769.0,1507.0,,,,,0.118,0.055,1434.0,2696.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,i3en.xlarge,i3en.xlarge,4,32.0,0.54,,0.369,0.176,1538.0,3014.0,,,,,0.236,0.109,2868.0,5392.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,i3en.2xlarge,i3en.2xlarge,8,64.0,1.08,,0.737,0.351,3076.0,6029.0,,,,,0.471,0.218,5736.0,10784.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,im4gn.large,im4gn.large,2,8.0,0.217,,0.14,0.067,583.0,1142.0,,,,,0.1,0.046,1212.0,2278.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,im4gn.xlarge,im4gn.xlarge,4,16.0,0.434,,0.279,0.133,1165.0,2284.0,,,,,0.199,0.092,2424.0,4557.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,im4gn.2xlarge,im4gn.2xlarge,8,32.0,0.868,,0.559,0.266,2331.0,4569.0,,,,,0.398,0.184,4848.0,9114.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,inf1.xlarge,inf1.xlarge,4,8.0,0.285,,0.18,0.086,750.0,1469.0,,,,,0.137,0.063,1668.0,3135.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,inf1.2xlarge,inf1.2xlarge,8,16.0,0.453,,0.285,0.136,1189.0,2331.0,,,,,0.217,0.101,2646.0,4974.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,is4gen.medium,is4gen.medium,1,6.0,0.172,,0.118,0.056,491.0,962.0,,,,,0.075,0.035,913.0,1717.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,is4gen.large,is4gen.large,2,12.0,0.344,,0.235,0.112,982.0,1924.0,,,,,0.15,0.069,1826.0,3433.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,is4gen.xlarge,is4gen.xlarge,4,24.0,0.688,,0.471,0.224,1964.0,3848.0,,,,,0.3,0.139,3652.0,6866.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,is4gen.2xlarge,is4gen.2xlarge,8,48.0,1.377,,0.941,0.448,3927.0,7697.0,,,,,0.6,0.278,7305.0,13733.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,Linux Nano 2.0,nano_2_0,1,512.0,0.005,3.5,,,,,,,,,,,,,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,Linux Micro 2.0,micro_2_0,1,1.0,0.007,5.0,,,,,,,,,,,,,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,Linux Small 2.0,small_2_0,1,2.0,0.013,10.0,,,,,,,,,,,,,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,Linux Medium 2.0,medium_2_0,2,4.0,0.027,20.0,,,,,,,,,,,,,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,Linux Large 2.0,large_2_0,2,8.0,0.053,40.0,,,,,,,,,,,,,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,Linux Xlarge 2.0,xlarge_2_0,4,16.0,0.107,80.0,,,,,,,,,,,,,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,Linux 2Xlarge 2.0,2xlarge_2_0,8,32.0,0.213,160.0,,,,,,,,,,,,,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r5.large,r5.large,2,16.0,0.152,,0.096,0.046,399.0,783.0,,,,,0.066,0.03,799.0,1502.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r5.xlarge,r5.xlarge,4,32.0,0.304,,0.192,0.091,799.0,1566.0,,,,,0.131,0.061,1598.0,3004.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r5.2xlarge,r5.2xlarge,8,64.0,0.608,,0.383,0.182,1598.0,3132.0,,,,,0.263,0.122,3196.0,6008.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r5ad.large,r5ad.large,2,16.0,0.158,,0.1,0.047,415.0,814.0,,,,,0.068,0.032,830.0,1561.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r5ad.xlarge,r5ad.xlarge,4,32.0,0.316,,0.199,0.095,830.0,1628.0,,,,,0.137,0.063,1661.0,3122.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r5ad.2xlarge,r5ad.2xlarge,8,64.0,0.632,,0.398,0.19,1661.0,3255.0,,,,,0.273,0.126,3322.0,6245.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r5b.large,r5b.large,2,16.0,0.178,,0.112,0.053,468.0,917.0,,,,,0.073,0.034,893.0,1680.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r5b.xlarge,r5b.xlarge,4,32.0,0.356,,0.224,0.107,936.0,1834.0,,,,,0.147,0.068,1787.0,3359.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r5b.2xlarge,r5b.2xlarge,8,64.0,0.712,,0.449,0.214,1871.0,3667.0,,,,,0.294,0.136,3574.0,6719.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r5d.large,r5d.large,2,16.0,0.173,,0.109,0.052,455.0,891.0,,,,,0.075,0.035,909.0,1709.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r5d.xlarge,r5d.xlarge,4,32.0,0.346,,0.218,0.104,909.0,1782.0,,,,,0.149,0.069,1819.0,3419.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r5d.2xlarge,r5d.2xlarge,8,64.0,0.692,,0.436,0.208,1819.0,3564.0,,,,,0.299,0.138,3637.0,6838.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r5dn.large,r5dn.large,2,16.0,0.199,,0.125,0.06,523.0,1025.0,,,,,0.083,0.038,1009.0,1898.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r5dn.xlarge,r5dn.xlarge,4,32.0,0.398,,0.251,0.119,1046.0,2050.0,,,,,0.166,0.077,2019.0,3795.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r5dn.2xlarge,r5dn.2xlarge,8,64.0,0.796,,0.501,0.239,2092.0,4100.0,,,,,0.332,0.154,4037.0,7590.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r6a.large,r6a.large,2,16.0,0.137,,0.09,0.043,377.0,740.0,,,,,0.062,0.029,755.0,1419.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r6a.xlarge,r6a.xlarge,4,32.0,0.274,,0.181,0.086,755.0,1480.0,,,,,0.124,0.057,1510.0,2839.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r6a.2xlarge,r6a.2xlarge,8,64.0,0.547,,0.362,0.172,1510.0,2959.0,,,,,0.248,0.115,3020.0,5677.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r6g.medium,r6g.medium,1,8.0,0.061,,0.038,0.018,160.0,313.0,,,,,0.026,0.012,320.0,601.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r6g.large,r6g.large,2,16.0,0.122,,0.077,0.036,320.0,626.0,,,,,0.052,0.024,639.0,1202.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r6g.xlarge,r6g.xlarge,4,32.0,0.243,,0.153,0.073,639.0,1253.0,,,,,0.105,0.049,1278.0,2403.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r6g.2xlarge,r6g.2xlarge,8,64.0,0.486,,0.306,0.146,1278.0,2505.0,,,,,0.21,0.097,2557.0,4806.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r6gd.medium,r6gd.medium,1,8.0,0.069,,0.044,0.021,182.0,356.0,,,,,0.03,0.014,361.0,679.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r6gd.large,r6gd.large,2,16.0,0.138,,0.087,0.042,364.0,712.0,,,,,0.059,0.028,723.0,1359.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r6gd.xlarge,r6gd.xlarge,4,32.0,0.276,,0.174,0.083,727.0,1425.0,,,,,0.119,0.055,1446.0,2718.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r6gd.2xlarge,r6gd.2xlarge,8,64.0,0.552,,0.349,0.166,1454.0,2850.0,,,,,0.238,0.11,2891.0,5435.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r6i.large,r6i.large,2,16.0,0.152,,0.101,0.048,419.0,822.0,,,,,0.069,0.032,839.0,1577.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r6i.xlarge,r6i.xlarge,4,32.0,0.304,,0.201,0.096,839.0,1644.0,,,,,0.138,0.064,1678.0,3154.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,r6i.2xlarge,r6i.2xlarge,8,64.0,0.608,,0.402,0.192,1678.0,3288.0,,,,,0.276,0.128,3355.0,6308.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,x2iedn.xlarge,x2iedn.xlarge,4,128.0,1.167,,0.718,0.342,2996.0,5871.0,,,,,0.374,0.173,4555.0,8563.0,USD,1.0
Amazon Web Services,EU (Frankfurt),eu-central,x2iedn.2xlarge,x2iedn.2xlarge,8,256.0,2.334,,1.436,0.684,5991.0,11743.0,,,,,0.749,0.347,9110.0,17126.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,t3.nano,t3.nano,2,512.0,0.006,,0.004,0.002,15.0,29.0,,,,,0.002,0.001,30.0,56.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,t3.micro,t3.micro,2,1.0,0.011,,0.007,0.003,30.0,59.0,,,,,0.005,0.002,60.0,113.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,t3.small,t3.small,2,2.0,0.023,,0.014,0.007,60.0,117.0,,,,,0.01,0.005,120.0,225.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,t3.medium,t3.medium,2,4.0,0.046,,0.029,0.014,120.0,235.0,,,,,0.02,0.009,240.0,451.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,t3.large,t3.large,2,8.0,0.091,,0.058,0.027,240.0,470.0,,,,,0.039,0.018,479.0,901.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,t3.xlarge,t3.xlarge,4,16.0,0.182,,0.115,0.055,479.0,940.0,,,,,0.079,0.036,959.0,1802.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,t3.2xlarge,t3.2xlarge,8,32.0,0.365,,0.23,0.109,959.0,1879.0,,,,,0.158,0.073,1917.0,3605.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,t3a.nano,t3a.nano,2,512.0,0.005,,0.003,0.002,13.0,26.0,,,,,0.002,0.001,27.0,50.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,t3a.micro,t3a.micro,2,1.0,0.01,,0.006,0.003,27.0,53.0,,,,,0.004,0.002,54.0,101.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,t3a.small,t3a.small,2,2.0,0.02,,0.013,0.006,54.0,105.0,,,,,0.009,0.004,107.0,202.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,t3a.medium,t3a.medium,2,4.0,0.041,,0.026,0.012,107.0,210.0,,,,,0.018,0.008,214.0,403.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,t3a.large,t3a.large,2,8.0,0.082,,0.051,0.024,214.0,420.0,,,,,0.035,0.016,429.0,806.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,t3a.xlarge,t3a.xlarge,4,16.0,0.163,,0.103,0.049,429.0,841.0,,,,,0.07,0.033,858.0,1613.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,t3a.2xlarge,t3a.2xlarge,8,32.0,0.326,,0.206,0.098,858.0,1681.0,,,,,0.141,0.065,1716.0,3225.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,t4g.nano,t4g.nano,2,512.0,0.005,,0.003,0.001,12.0,24.0,,,,,0.002,0.001,24.0,45.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,t4g.micro,t4g.micro,2,1.0,0.009,,0.006,0.003,24.0,47.0,,,,,0.004,0.002,48.0,91.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,t4g.small,t4g.small,2,2.0,0.018,,0.012,0.006,48.0,95.0,,,,,0.008,0.004,97.0,182.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,t4g.medium,t4g.medium,2,4.0,0.037,,0.023,0.011,97.0,190.0,,,,,0.016,0.007,193.0,363.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,t4g.large,t4g.large,2,8.0,0.074,,0.046,0.022,194.0,380.0,,,,,0.032,0.015,387.0,727.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,t4g.xlarge,t4g.xlarge,4,16.0,0.147,,0.093,0.044,387.0,759.0,,,,,0.064,0.029,773.0,1454.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,t4g.2xlarge,t4g.2xlarge,8,32.0,0.294,,0.186,0.088,775.0,1518.0,,,,,0.127,0.059,1547.0,2908.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c5.large,c5.large,2,4.0,0.096,,0.06,0.029,252.0,494.0,,,,,0.041,0.019,505.0,949.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c5.xlarge,c5.xlarge,4,8.0,0.192,,0.121,0.058,505.0,989.0,,,,,0.083,0.038,1009.0,1897.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c5.2xlarge,c5.2xlarge,8,16.0,0.384,,0.242,0.115,1009.0,1978.0,,,,,0.166,0.077,2018.0,3794.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c5a.large,c5a.large,2,4.0,0.086,,0.054,0.026,226.0,443.0,,,,,0.037,0.017,452.0,850.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c5a.xlarge,c5a.xlarge,4,8.0,0.172,,0.108,0.052,452.0,886.0,,,,,0.074,0.034,904.0,1700.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c5a.2xlarge,c5a.2xlarge,8,16.0,0.344,,0.217,0.103,904.0,1772.0,,,,,0.149,0.069,1808.0,3399.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c5n.large,c5n.large,2,5.2,0.122,,0.077,0.037,321.0,628.0,,,,,0.051,0.024,622.0,1169.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c5n.xlarge,c5n.xlarge,4,10.5,0.244,,0.154,0.073,641.0,1257.0,,,,,0.102,0.047,1244.0,2339.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c5n.2xlarge,c5n.2xlarge,8,21.0,0.488,,0.307,0.146,1282.0,2514.0,,,,,0.204,0.095,2488.0,4677.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c5ad.large,c5ad.large,2,4.0,0.098,,0.062,0.029,258.0,505.0,,,,,0.042,0.02,515.0,968.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c5ad.xlarge,c5ad.xlarge,4,8.0,0.196,,0.123,0.059,515.0,1010.0,,,,,0.085,0.039,1030.0,1937.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c5ad.2xlarge,c5ad.2xlarge,8,16.0,0.392,,0.247,0.118,1030.0,2019.0,,,,,0.169,0.078,2060.0,3873.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c5d.large,c5d.large,2,4.0,0.109,,0.069,0.033,286.0,561.0,,,,,0.047,0.022,573.0,1077.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c5d.xlarge,c5d.xlarge,4,8.0,0.218,,0.137,0.065,573.0,1123.0,,,,,0.094,0.044,1146.0,2154.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c5d.2xlarge,c5d.2xlarge,8,16.0,0.436,,0.275,0.131,1146.0,2246.0,,,,,0.188,0.087,2292.0,4308.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c6a.large,c6a.large,2,4.0,0.082,,0.054,0.026,227.0,444.0,,,,,0.037,0.017,455.0,856.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c6a.xlarge,c6a.xlarge,4,8.0,0.164,,0.109,0.052,453.0,889.0,,,,,0.075,0.035,911.0,1712.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c6a.2xlarge,c6a.2xlarge,8,16.0,0.328,,0.217,0.104,907.0,1777.0,,,,,0.15,0.069,1821.0,3424.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c6g.medium,c6g.medium,1,2.0,0.036,,0.024,0.012,101.0,197.0,,,,,0.017,0.008,202.0,379.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c6g.large,c6g.large,2,4.0,0.073,,0.048,0.023,201.0,395.0,,,,,0.033,0.015,404.0,759.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c6g.xlarge,c6g.xlarge,4,8.0,0.146,,0.097,0.046,403.0,790.0,,,,,0.066,0.031,807.0,1518.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c6g.2xlarge,c6g.2xlarge,8,16.0,0.292,,0.193,0.092,806.0,1580.0,,,,,0.133,0.061,1615.0,3036.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c6gd.medium,c6gd.medium,1,2.0,0.044,,0.028,0.013,115.0,225.0,,,,,0.019,0.009,229.0,431.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c6gd.large,c6gd.large,2,4.0,0.087,,0.055,0.026,229.0,449.0,,,,,0.038,0.017,458.0,862.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c6gd.xlarge,c6gd.xlarge,4,8.0,0.174,,0.11,0.052,458.0,898.0,,,,,0.075,0.035,917.0,1723.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c6gd.2xlarge,c6gd.2xlarge,8,16.0,0.349,,0.22,0.105,917.0,1797.0,,,,,0.151,0.07,1833.0,3447.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c6gn.medium,c6gn.medium,1,2.0,0.049,,0.031,0.015,128.0,251.0,,,,,0.024,0.011,294.0,553.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c6gn.large,c6gn.large,2,4.0,0.098,,0.061,0.029,256.0,502.0,,,,,0.048,0.022,589.0,1107.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c6gn.xlarge,c6gn.xlarge,4,8.0,0.195,,0.123,0.058,512.0,1004.0,,,,,0.097,0.045,1178.0,2214.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c6gn.2xlarge,c6gn.2xlarge,8,16.0,0.39,,0.246,0.117,1024.0,2008.0,,,,,0.194,0.09,2355.0,4428.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c6i.large,c6i.large,2,4.0,0.091,,0.06,0.029,252.0,494.0,,,,,0.042,0.019,506.0,951.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c6i.xlarge,c6i.xlarge,4,8.0,0.182,,0.121,0.058,504.0,987.0,,,,,0.083,0.038,1012.0,1902.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c6i.2xlarge,c6i.2xlarge,8,16.0,0.365,,0.242,0.115,1007.0,1975.0,,,,,0.166,0.077,2024.0,3804.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c6id.large,c6id.large,2,4.0,0.114,,0.072,0.034,301.0,590.0,,,,,0.049,0.023,602.0,1131.0,USD,1.0
Amazon Web Services,EU (Ireland),eu-west,c6id.xlarge,c6id.xlarge,4,8.0,0.229,,0.144,0.069,602.0,1179.0,,,,,0.099,0.046,1203.0,2262.0,USD,1.0
